Bus,d,k,alpha,h,Confusion Matrix,Accuracy,Precision,Recall,F1 Score
Bus121,3,10,0.05,30,"[[ 18 241]
 [  0 168]]",0.43559718969555034,0.41075794621026895,1.0,0.5823223570190641
Bus121,3,10,0.1,1,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,10,0.1,5,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus121,3,10,0.1,10,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus121,3,10,0.1,20,"[[ 13 246]
 [  0 168]]",0.4238875878220141,0.4057971014492754,1.0,0.5773195876288659
Bus121,3,10,0.1,30,"[[ 15 244]
 [  0 168]]",0.42857142857142855,0.4077669902912621,1.0,0.5793103448275863
Bus121,3,10,1.0,1,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,10,1.0,5,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,10,1.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,10,1.0,20,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus121,3,10,1.0,30,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus121,3,10,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus121,3,10,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus121,3,10,5.0,10,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,10,5.0,20,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,10,5.0,30,"[[  6 253]
 [  0 168]]",0.40749414519906324,0.3990498812351544,1.0,0.5704584040747029
Bus121,3,10,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus121,3,10,10.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus121,3,10,10.0,10,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,10,10.0,20,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,10,10.0,30,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus121,3,15,0.01,1,"[[ 56 203]
 [ 11 157]]",0.49882903981264637,0.4361111111111111,0.9345238095238095,0.5946969696969697
Bus121,3,15,0.01,5,"[[111 148]
 [ 23 145]]",0.5995316159250585,0.4948805460750853,0.8630952380952381,0.6290672451193059
Bus121,3,15,0.01,10,"[[165  94]
 [ 30 138]]",0.7096018735362998,0.5948275862068966,0.8214285714285714,0.69
Bus121,3,15,0.01,20,"[[222  37]
 [ 42 126]]",0.8149882903981265,0.7730061349693251,0.75,0.7613293051359517
Bus121,3,15,0.01,30,"[[240  19]
 [ 49 119]]",0.8407494145199064,0.8623188405797102,0.7083333333333334,0.7777777777777778
Bus121,3,15,0.05,1,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,15,0.05,5,"[[  7 252]
 [  0 168]]",0.4098360655737705,0.4,1.0,0.5714285714285714
Bus121,3,15,0.05,10,"[[ 12 247]
 [  0 168]]",0.4215456674473068,0.40481927710843374,1.0,0.5763293310463122
Bus121,3,15,0.05,20,"[[ 15 244]
 [  0 168]]",0.42857142857142855,0.4077669902912621,1.0,0.5793103448275863
Bus121,3,15,0.05,30,"[[ 18 241]
 [  0 168]]",0.43559718969555034,0.41075794621026895,1.0,0.5823223570190641
Bus121,3,15,0.1,1,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,15,0.1,5,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus121,3,15,0.1,10,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus121,3,15,0.1,20,"[[ 13 246]
 [  0 168]]",0.4238875878220141,0.4057971014492754,1.0,0.5773195876288659
Bus121,3,15,0.1,30,"[[ 15 244]
 [  0 168]]",0.42857142857142855,0.4077669902912621,1.0,0.5793103448275863
Bus121,3,15,1.0,1,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,15,1.0,5,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,15,1.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,15,1.0,20,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus121,3,15,1.0,30,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus121,3,15,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus121,3,15,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus121,3,15,5.0,10,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,15,5.0,20,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,15,5.0,30,"[[  6 253]
 [  0 168]]",0.40749414519906324,0.3990498812351544,1.0,0.5704584040747029
Bus121,3,15,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus121,3,15,10.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus121,3,15,10.0,10,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,15,10.0,20,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,15,10.0,30,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus121,3,20,0.01,1,"[[ 56 203]
 [ 11 157]]",0.49882903981264637,0.4361111111111111,0.9345238095238095,0.5946969696969697
Bus121,3,20,0.01,5,"[[111 148]
 [ 23 145]]",0.5995316159250585,0.4948805460750853,0.8630952380952381,0.6290672451193059
Bus121,3,20,0.01,10,"[[165  94]
 [ 30 138]]",0.7096018735362998,0.5948275862068966,0.8214285714285714,0.69
Bus121,3,20,0.01,20,"[[222  37]
 [ 42 126]]",0.8149882903981265,0.7730061349693251,0.75,0.7613293051359517
Bus121,3,20,0.01,30,"[[240  19]
 [ 49 119]]",0.8407494145199064,0.8623188405797102,0.7083333333333334,0.7777777777777778
Bus121,3,20,0.05,1,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,20,0.05,5,"[[  7 252]
 [  0 168]]",0.4098360655737705,0.4,1.0,0.5714285714285714
Bus121,3,20,0.05,10,"[[ 12 247]
 [  0 168]]",0.4215456674473068,0.40481927710843374,1.0,0.5763293310463122
Bus121,3,20,0.05,20,"[[ 15 244]
 [  0 168]]",0.42857142857142855,0.4077669902912621,1.0,0.5793103448275863
Bus121,3,20,0.05,30,"[[ 18 241]
 [  0 168]]",0.43559718969555034,0.41075794621026895,1.0,0.5823223570190641
Bus121,3,20,0.1,1,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,20,0.1,5,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus121,3,20,0.1,10,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus121,3,20,0.1,20,"[[ 13 246]
 [  0 168]]",0.4238875878220141,0.4057971014492754,1.0,0.5773195876288659
Bus121,3,20,0.1,30,"[[ 15 244]
 [  0 168]]",0.42857142857142855,0.4077669902912621,1.0,0.5793103448275863
Bus121,3,20,1.0,1,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,20,1.0,5,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,20,1.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,20,1.0,20,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus121,3,20,1.0,30,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus121,3,20,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus121,3,20,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus121,3,20,5.0,10,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,20,5.0,20,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,20,5.0,30,"[[  6 253]
 [  0 168]]",0.40749414519906324,0.3990498812351544,1.0,0.5704584040747029
Bus121,3,20,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus121,3,20,10.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus121,3,20,10.0,10,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus121,3,20,10.0,20,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,20,10.0,30,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus135,3,10,0.01,1,"[[259   0]
 [165   3]]",0.6135831381733021,1.0,0.017857142857142856,0.03508771929824561
Bus135,3,10,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,10,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,10,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,10,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,10,0.05,1,"[[257   2]
 [148  20]]",0.6487119437939111,0.9090909090909091,0.11904761904761904,0.21052631578947367
Bus135,3,10,0.05,5,"[[259   0]
 [162   6]]",0.6206088992974239,1.0,0.03571428571428571,0.06896551724137931
Bus135,3,10,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,10,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,10,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,10,0.1,1,"[[254   5]
 [123  45]]",0.7002341920374707,0.9,0.26785714285714285,0.41284403669724773
Bus135,3,10,0.1,5,"[[259   0]
 [152  16]]",0.6440281030444965,1.0,0.09523809523809523,0.17391304347826086
Bus135,3,10,0.1,10,"[[259   0]
 [164   4]]",0.6159250585480094,1.0,0.023809523809523808,0.046511627906976744
Bus135,3,10,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,10,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,10,1.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus135,3,10,1.0,5,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus135,3,10,1.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus135,3,10,1.0,20,"[[ 18 241]
 [  0 168]]",0.43559718969555034,0.41075794621026895,1.0,0.5823223570190641
Bus135,3,10,1.0,30,"[[ 26 233]
 [  0 168]]",0.45433255269320844,0.41895261845386533,1.0,0.5905096660808435
Bus135,3,10,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus135,3,10,5.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus135,3,10,5.0,10,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus135,3,10,5.0,20,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus135,3,10,5.0,30,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus135,3,10,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus135,3,10,10.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus135,3,10,10.0,10,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus135,3,10,10.0,20,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus135,3,10,10.0,30,"[[  7 252]
 [  0 168]]",0.4098360655737705,0.4,1.0,0.5714285714285714
Bus135,3,15,0.01,1,"[[259   0]
 [164   4]]",0.6159250585480094,1.0,0.023809523809523808,0.046511627906976744
Bus135,3,15,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,15,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,15,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,15,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,15,0.05,1,"[[256   3]
 [150  18]]",0.6416861826697893,0.8571428571428571,0.10714285714285714,0.19047619047619047
Bus135,3,15,0.05,5,"[[259   0]
 [161   7]]",0.6229508196721312,1.0,0.041666666666666664,0.08
Bus135,3,15,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,15,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,15,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,15,0.1,1,"[[252   7]
 [124  44]]",0.6932084309133489,0.8627450980392157,0.2619047619047619,0.4018264840182648
Bus135,3,15,0.1,5,"[[259   0]
 [150  18]]",0.6487119437939111,1.0,0.10714285714285714,0.1935483870967742
Bus135,3,15,0.1,10,"[[259   0]
 [163   5]]",0.6182669789227166,1.0,0.02976190476190476,0.057803468208092484
Bus135,3,15,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,15,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,15,1.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus135,3,15,1.0,5,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus135,3,15,1.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus135,3,15,1.0,20,"[[ 18 241]
 [  0 168]]",0.43559718969555034,0.41075794621026895,1.0,0.5823223570190641
Bus135,3,15,1.0,30,"[[ 25 234]
 [  0 168]]",0.4519906323185012,0.417910447761194,1.0,0.5894736842105263
Bus135,3,15,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus135,3,15,5.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus135,3,15,5.0,10,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus135,3,15,5.0,20,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus135,3,15,5.0,30,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus135,3,15,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus135,3,15,10.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus135,3,15,10.0,10,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus135,3,15,10.0,20,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus135,3,15,10.0,30,"[[  7 252]
 [  0 168]]",0.4098360655737705,0.4,1.0,0.5714285714285714
Bus135,3,20,0.01,1,"[[259   0]
 [164   4]]",0.6159250585480094,1.0,0.023809523809523808,0.046511627906976744
Bus135,3,20,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,20,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,20,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,20,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,20,0.05,1,"[[256   3]
 [149  19]]",0.6440281030444965,0.8636363636363636,0.1130952380952381,0.2
Bus135,3,20,0.05,5,"[[259   0]
 [162   6]]",0.6206088992974239,1.0,0.03571428571428571,0.06896551724137931
Bus135,3,20,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,20,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,20,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,20,0.1,1,"[[252   7]
 [127  41]]",0.6861826697892272,0.8541666666666666,0.24404761904761904,0.37962962962962965
Bus135,3,20,0.1,5,"[[259   0]
 [150  18]]",0.6487119437939111,1.0,0.10714285714285714,0.1935483870967742
Bus135,3,20,0.1,10,"[[259   0]
 [164   4]]",0.6159250585480094,1.0,0.023809523809523808,0.046511627906976744
Bus135,3,20,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,20,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus135,3,20,1.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus135,3,20,1.0,5,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus135,3,20,1.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus135,3,20,1.0,20,"[[ 18 241]
 [  0 168]]",0.43559718969555034,0.41075794621026895,1.0,0.5823223570190641
Bus135,3,20,1.0,30,"[[ 24 235]
 [  0 168]]",0.4496487119437939,0.41687344913151364,1.0,0.5884413309982487
Bus135,3,20,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus135,3,20,5.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus135,3,20,5.0,10,"[[  3 256]
 [  0 168]]",0.40046838407494145,0.39622641509433965,1.0,0.5675675675675675
Bus135,3,20,5.0,20,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus135,3,20,5.0,30,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus135,3,20,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus135,3,20,10.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus135,3,20,10.0,10,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus135,3,20,10.0,20,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus135,3,20,10.0,30,"[[  7 252]
 [  0 168]]",0.4098360655737705,0.4,1.0,0.5714285714285714
Bus139,3,10,0.01,1,"[[258   1]
 [167   1]]",0.6065573770491803,0.5,0.005952380952380952,0.011764705882352941
Bus139,3,10,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,10,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,10,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,10,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,10,0.05,1,"[[256   3]
 [151  17]]",0.639344262295082,0.85,0.10119047619047619,0.18085106382978725
Bus139,3,10,0.05,5,"[[259   0]
 [166   2]]",0.6112412177985949,1.0,0.011904761904761904,0.023529411764705882
Bus139,3,10,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,10,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,10,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,10,0.1,1,"[[255   4]
 [123  45]]",0.702576112412178,0.9183673469387755,0.26785714285714285,0.4147465437788018
Bus139,3,10,0.1,5,"[[259   0]
 [147  21]]",0.6557377049180327,1.0,0.125,0.2222222222222222
Bus139,3,10,0.1,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,10,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,10,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,10,1.0,1,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus139,3,10,1.0,5,"[[ 11 248]
 [  0 168]]",0.41920374707259955,0.40384615384615385,1.0,0.5753424657534246
Bus139,3,10,1.0,10,"[[ 20 239]
 [  0 168]]",0.44028103044496486,0.41277641277641275,1.0,0.5843478260869566
Bus139,3,10,1.0,20,"[[ 34 225]
 [  0 168]]",0.47306791569086654,0.42748091603053434,1.0,0.5989304812834224
Bus139,3,10,1.0,30,"[[ 42 217]
 [  6 162]]",0.477751756440281,0.42744063324538256,0.9642857142857143,0.5923217550274223
Bus139,3,10,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus139,3,10,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus139,3,10,5.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus139,3,10,5.0,20,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus139,3,10,5.0,30,"[[ 15 244]
 [  0 168]]",0.42857142857142855,0.4077669902912621,1.0,0.5793103448275863
Bus139,3,10,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus139,3,10,10.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus139,3,10,10.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus139,3,10,10.0,20,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus139,3,10,10.0,30,"[[ 11 248]
 [  0 168]]",0.41920374707259955,0.40384615384615385,1.0,0.5753424657534246
Bus139,3,15,0.01,1,"[[258   1]
 [167   1]]",0.6065573770491803,0.5,0.005952380952380952,0.011764705882352941
Bus139,3,15,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,15,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,15,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,15,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,15,0.05,1,"[[256   3]
 [150  18]]",0.6416861826697893,0.8571428571428571,0.10714285714285714,0.19047619047619047
Bus139,3,15,0.05,5,"[[259   0]
 [166   2]]",0.6112412177985949,1.0,0.011904761904761904,0.023529411764705882
Bus139,3,15,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,15,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,15,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,15,0.1,1,"[[255   4]
 [123  45]]",0.702576112412178,0.9183673469387755,0.26785714285714285,0.4147465437788018
Bus139,3,15,0.1,5,"[[259   0]
 [146  22]]",0.65807962529274,1.0,0.13095238095238096,0.23157894736842105
Bus139,3,15,0.1,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,15,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,15,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,15,1.0,1,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus139,3,15,1.0,5,"[[ 11 248]
 [  0 168]]",0.41920374707259955,0.40384615384615385,1.0,0.5753424657534246
Bus139,3,15,1.0,10,"[[ 20 239]
 [  0 168]]",0.44028103044496486,0.41277641277641275,1.0,0.5843478260869566
Bus139,3,15,1.0,20,"[[ 33 226]
 [  0 168]]",0.4707259953161593,0.4263959390862944,1.0,0.597864768683274
Bus139,3,15,1.0,30,"[[ 42 217]
 [  6 162]]",0.477751756440281,0.42744063324538256,0.9642857142857143,0.5923217550274223
Bus139,3,15,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus139,3,15,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus139,3,15,5.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus139,3,15,5.0,20,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus139,3,15,5.0,30,"[[ 15 244]
 [  0 168]]",0.42857142857142855,0.4077669902912621,1.0,0.5793103448275863
